,PROC_NUM,PARCEL_NO,ADDRESS,DATE,CONST_COST,ADMIN_COST,CAT_CODE,UNITS_VAL,PED_ORIENTED,LAND USE,UNITS
1472,C2018154740-0,3040170050180,10101 SW 27 TER,2/13/2019,7995.62,159.92,210-00,1,0,Single Family Detached,unit
1461,C2018154709-0,3040170050180,10121 SW 27 TER,2/12/2019,7995.62,159.92,210-00,-0.11,0,Single Family Detached,unit
1471,C2018154728-0,3040170050180,10141 SW 27 TER,2/11/2019,7995.62,159.92,210-00,-0.11,0,Single Family Detached,unit
1473,C2018154740-0,3040170050180,10101 SW 27 TER,2/13/2019,7995.62,159.92,210-00,-0.11,0,Single Family Detached,unit
1462,C2019059960-0,3040170050540,9786 SW 28 ST,2/4/2019,7793.54,155.87,210-00,1,0,Single Family Detached,unit
1463,C2019059960-0,3040170050540,9786 SW 28 ST,2/4/2019,7793.54,155.87,210-00,-0.16,0,Single Family Detached,unit
1469,C2019059743-0,3040170050542,2901 SW 98 AVE,1/10/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
1466,C2019106368-0,3040170080331,2802 SW 105 AVE,9/4/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
1467,C2018136890-0,3040170091515,10411 SW 25 ST,3/19/2019,4491.93,89.84,210-00,1,0,Single Family Detached,unit
1468,C2018136890-0,3040170091515,10411 SW 25 ST,3/19/2019,4491.93,89.84,210-00,-0.5,0,Single Family Detached,unit
1464,C2019193274-0,3040171350040,2825 SW 98 AVE,8/6/2019,7700.76,154.01,210-00,1,0,Single Family Detached,unit
1465,C2019193274-0,3040171350040,2825 SW 98 AVE,8/6/2019,7700.76,154.01,210-00,-0.17,0,Single Family Detached,unit
762,C2019040269-0,3040180250020,11401 SW 40 ST # 101,3/1/2019,2975.37,59.51,720-00,175,1,Medical Office Building,sq. ft.
511,C2019040269-0,3040180250020,11401 SW 40 ST # 101,3/1/2019,2975.37,59.51,710-00,-175,1,General Office Building,sq. ft.
512,C2019040269-0,3040180250020,11401 SW 40 ST # 101,3/1/2019,2975.37,59.51,710-00,-175,1,"General Office Building [1-50,000]",sq. ft.
142,C2019075148-0,3040200040020,9900 SW 40 ST,5/17/2019,104252.89,2085.06,820-00,2123,1,Shopping Center/General Retail,sq. ft.
143,C2019075148-0,3040200040020,9900 SW 40 ST,5/17/2019,104252.89,2085.06,820-00,2123,1,"Shopping Center/General Retail [1-10,000]",sq. ft.
3452,C2019075148-0,3040200040020,9900 SW 40 ST,5/17/2019,104252.89,2085.06,934-00,1832,0,Fast Food Rest. w/ Drive-Thru,sq. ft.
140,C2019075148-1,3040200040020,9900 SW 40 ST,5/17/2019,0,0,820-00,0,0,Shopping Center/General Retail,sq. ft.
141,C2019075148-1,3040200040020,9900 SW 40 ST,5/17/2019,0,0,820-00,0,0,"Shopping Center/General Retail [1-10,000]",sq. ft.
1477,C2019075148-0,3040200040020,9900 SW 40 ST,5/17/2019,104252.89,2085.06,210-00,-1,1,Single Family Detached,unit
513,C2019075148-0,3040200040020,9900 SW 40 ST,5/17/2019,104252.89,2085.06,710-00,-888,1,General Office Building,sq. ft.
514,C2019075148-0,3040200040020,9900 SW 40 ST,5/17/2019,104252.89,2085.06,710-00,-888,1,"General Office Building [1-50,000]",sq. ft.
1475,C2019208229-0,3040200041430,4221 SW 99 CT,8/12/2019,0,0,210-00,0,0,Single Family Detached,unit
1474,C2020035093-0,3040200051380,5140 SW 97 CT,12/18/2019,0,0,210-00,0,0,Single Family Detached,unit
1476,C2020020839-0,3040200052830,4930 SW 100 CT,11/12/2019,0,0,210-00,0,0,Single Family Detached,unit
144,C2019210724-0,3040210030050,9002 SW 40 ST,8/15/2019,11460.43,229.21,820-00,730,1,Shopping Center/General Retail,sq. ft.
145,C2019210724-0,3040210030050,9002 SW 40 ST,8/15/2019,11460.43,229.21,820-00,730,1,"Shopping Center/General Retail [1-10,000]",sq. ft.
1481,C2019103305-0,3040220060050,4245 SW 85 AVE,3/14/2019,0,0,210-00,1,0,Single Family Detached,unit
1480,C2019103305-0,3040220060050,4245 SW 85 AVE,3/14/2019,0,0,210-00,-1,0,Single Family Detached,unit
1478,C2019097304-0,3040220060225,4235 SW 84 CT,4/29/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
1479,C2019114756-0,3040220180350,8530 SW 48 ST,4/1/2019,0,0,210-00,0,0,Single Family Detached,unit
45,C2018205458-0,3040230120680,7100 SW 43 ST,1/23/2019,13738.89,274.78,150-00,5144,0,Warehousing,sq. ft.
567,C2018205458-0,3040230120680,7100 SW 43 ST,1/23/2019,13738.89,274.78,710-00,160,0,General Office Building,sq. ft.
568,C2018205458-0,3040230120680,7100 SW 43 ST,1/23/2019,13738.89,274.78,710-00,160,0,"General Office Building [1-50,000]",sq. ft.
170,C2018205458-0,3040230120680,7100 SW 43 ST,1/23/2019,13738.89,274.78,820-00,-680,0,Shopping Center/General Retail,sq. ft.
171,C2018205458-0,3040230120680,7100 SW 43 ST,1/23/2019,13738.89,274.78,820-00,-680,0,"Shopping Center/General Retail [1-10,000]",sq. ft.
1585,C2019189929-0,3040230280095,7393 SW 56 ST,7/10/2019,8772.45,175.45,210-00,1,0,Single Family Detached,unit
168,C2020002226-0,3040230550090,7216 SW 48 ST,10/25/2019,2932.76,58.65,820-00,224,0,Shopping Center/General Retail,sq. ft.
169,C2020002226-0,3040230550090,7216 SW 48 ST,10/25/2019,2932.76,58.65,820-00,224,0,"Shopping Center/General Retail [1-10,000]",sq. ft.
43,C2020002226-0,3040230550090,7216 SW 48 ST,10/25/2019,2932.76,58.65,150-00,-224,0,Warehousing,sq. ft.
44,C2019232720-0,3040230570080,7079 SW 47 ST # 8,11/7/2019,4335.95,86.72,150-00,943,0,Warehousing,sq. ft.
1146,C2019190038-0,3040231000010,7004 SW 40 ST,9/18/2019,1390442,27808.84,932-00,4200,0,High Turnover Rest.,sq. ft.
166,C2019190038-0,3040231000010,7004 SW 40 ST,9/18/2019,1390442,27808.84,820-00,3300,0,Shopping Center/General Retail,sq. ft.
167,C2019190038-0,3040231000010,7004 SW 40 ST,9/18/2019,1390442,27808.84,820-00,3300,0,"Shopping Center/General Retail [1-10,000]",sq. ft.
1232,C2019190038-0,3040231000010,7004 SW 40 ST,9/18/2019,1390442,27808.84,222-00,312,0,High-Rise Apart or Condo over 3 floors,unit
490,C2019190038-0,3040231000010,7004 SW 40 ST,9/18/2019,1390442,27808.84,140-00,-3686,0,Manufacturing,sq. ft.
42,C2019190038-0,3040231000010,7004 SW 40 ST,9/18/2019,1390442,27808.84,150-00,-11934,0,Warehousing,sq. ft.
1587,C2019192753-0,3040240140860,5941 SW 45 ST,7/16/2019,0,0,210-00,1,0,Single Family Detached,unit
1586,C2019192753-0,3040240140860,5941 SW 45 ST,7/16/2019,0,0,210-00,-1,0,Single Family Detached,unit
1589,C2020030407-0,3040250350400,5891 SW 60 ST,12/2/2019,0,0,210-00,1,0,Single Family Detached,unit
1588,C2020030407-0,3040250350400,5891 SW 60 ST,12/2/2019,0,0,210-00,-1,0,Single Family Detached,unit
880,C2019146302-0,3040250351060,5785 SW 61 ST,5/14/2019,1969.71,39.39,231-00,2,0,Duplex,unit
1590,C2019146302-0,3040250351060,5785 SW 61 ST,5/14/2019,1969.71,39.39,210-00,-1,0,Single Family Detached,unit
1594,C2019112570-0,3040260000800,7001 SW 66 ST,3/27/2019,0,0,210-00,0,0,Single Family Detached,unit
1592,C2019076716-0,3040260040010,7400 SW 68 ST,2/5/2019,0,0,210-00,0,0,Single Family Detached,unit
1591,C2019208217-0,3040260090560,6790 SW 72 CT,8/13/2019,0,0,210-00,1,0,Single Family Detached,unit
1595,C2019208217-0,3040260090560,6790 SW 72 CT,8/13/2019,0,0,210-00,-1,0,Single Family Detached,unit
1593,C2019069214-0,3040260100400,6790 SW 59 ST,1/25/2019,0,0,210-00,0,0,Single Family Detached,unit
1486,C2019086635-0,3040270051410,6130 SW 83 AVE,2/20/2019,0,0,210-00,1,0,Single Family Detached,unit
1483,C2019086635-0,3040270051410,6130 SW 83 AVE,2/20/2019,0,0,210-00,-1,0,Single Family Detached,unit
1485,C2019086970-0,3040270060150,8315 SW 68 ST,3/11/2019,0,0,210-00,1,0,Single Family Detached,unit
1484,C2019086970-0,3040270060150,8315 SW 68 ST,3/11/2019,0,0,210-00,-1,0,Single Family Detached,unit
515,C2018034063-1,3040270080120,8601 SUNSET DR,12/5/2019,77431.17,1548.62,710-00,4060,0,General Office Building,sq. ft.
516,C2018034063-1,3040270080120,8601 SUNSET DR,12/5/2019,77431.17,1548.62,710-00,4060,0,"General Office Building [1-50,000]",sq. ft.
3458,C2018034063-1,3040270080120,8601 SUNSET DR,12/5/2019,77431.17,1548.62,610-00,1072,0,Hospital,sq. ft.
1482,C2019197078-0,3040270350020,8220 SW 67 ST,7/23/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
517,C2019141122-0,3040280020160,7027 SW 87 CT,5/10/2019,55576.26,1111.53,710-00,4290,0,General Office Building,sq. ft.
518,C2019141122-0,3040280020160,7027 SW 87 CT,5/10/2019,55576.26,1111.53,710-00,4290,0,"General Office Building [1-50,000]",sq. ft.
1487,C2019141122-0,3040280020160,7027 SW 87 CT,5/10/2019,55576.26,1111.53,210-00,-1,0,Single Family Detached,unit
763,C2019188862-0,3040280670010,9035 SW 72 ST # 200B,7/8/2019,6729.6,134.59,720-00,340,0,Medical Office Building,sq. ft.
519,C2019188862-0,3040280670010,9035 SW 72 ST # 200B,7/8/2019,6729.6,134.59,710-00,-340,0,General Office Building,sq. ft.
520,C2019188862-0,3040280670010,9035 SW 72 ST # 200B,7/8/2019,6729.6,134.59,710-00,-340,0,"General Office Building [1-50,000]",sq. ft.
1494,C2019144618-0,3040290010250,9715 SW 64 ST,5/9/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
3459,C2019147721-0,3040290011150,9999 SW 72 ST # 102,5/16/2019,0,0,492-00,0,0,Health/Fitness,sq. ft.
3468,C2019102337-0,3040290011260,9835 SW 72 ST # 107,4/10/2019,11167.57,223.35,630-00,875,0,Clinic,sq. ft.
146,C2019102337-0,3040290011260,9835 SW 72 ST # 107,4/10/2019,11167.57,223.35,820-00,-875,0,Shopping Center/General Retail,sq. ft.
147,C2019102337-0,3040290011260,9835 SW 72 ST # 107,4/10/2019,11167.57,223.35,820-00,-875,0,"Shopping Center/General Retail [1-10,000]",sq. ft.
1493,C2020023301-0,3040290020390,5905 SW 107 AVE,11/15/2019,6417.31,128.34,210-00,1,0,Single Family Detached,unit
1488,C2020023301-0,3040290020390,5905 SW 107 AVE,11/15/2019,6417.31,128.34,210-00,-0.33,0,Single Family Detached,unit
1491,C2019088824-0,3040290530020,9775 SW 60 ST,2/21/2019,0,0,210-00,1,0,Single Family Detached,unit
1492,C2019088824-0,3040290530020,9775 SW 60 ST,2/21/2019,0,0,210-00,-1,0,Single Family Detached,unit
1489,C2019204237-0,3040290670020,5955 SW 107 AVE,9/19/2019,6216.27,124.33,210-00,1,0,Single Family Detached,unit
1490,C2019204237-0,3040290670020,5955 SW 107 AVE,9/19/2019,6216.27,124.33,210-00,-0.33,0,Single Family Detached,unit
1496,C2019143209-0,3040300070900,5815 SW 107 PL,5/9/2019,0,0,210-00,1,0,Single Family Detached,unit
1495,C2019143209-0,3040300070900,5815 SW 107 PL,5/9/2019,0,0,210-00,-1,0,Single Family Detached,unit
3481,C2018048827-0,3040300650030,10855 SW 72 ST- BLDG 60,4/24/2019,32014.61,640.29,820-02,2541,0,"Shopping Center/General Retail [50,001 -100,000]",sq. ft.
2320,C2019230104-0,3040310011160,11441 SW 82 TER,9/25/2019,0,0,210-00,1,0,Single Family Detached,unit
2319,C2019230104-0,3040310011160,11441 SW 82 TER,9/25/2019,0,0,210-00,-1,0,Single Family Detached,unit
477,C2019146737-0,3040330350010,8890 SW 72 ST,5/24/2019,94753.77,1895.07,151-00,51346,0,Mini-Warehouse,sq. ft.
478,C2019146737-0,3040330350010,8890 SW 72 ST,5/24/2019,94753.77,1895.07,151-00,-11000,0,Mini-Warehouse,sq. ft.
789,C2019040847-0,3040340440010,7867 SW 88 ST - #215,1/8/2019,11361.14,227.22,720-00,764,1,Medical Office Building,sq. ft.
681,C2019040847-0,3040340440010,7867 SW 88 ST - #215,1/8/2019,11361.14,227.22,710-00,-764,0,General Office Building,sq. ft.
